id	Path	Artist	Title	Material	Dimensions	Signature/Inscriptions	Provenance	Source	Accession Number(s)	Name	Description	Artist Sort	Keywords	Height	Width	Foreground R	Foreground B	Foreground G	H	S	V	x	y
WA1850.4	WA1850.4.jpg	Lorenzo di Credi (c.1457 - 1536)	The Virgin and Child	oil and tempera on panel	57.2 x 39.3 cm			Presented by William Thomas Horner Fox-Strangways , later 4th Earl of Ilchester, 1850	WA1850.4	Lloyd 1977, pp. 103-4	A pupil of Verrocchio, Lorenzo looked to Florentine marble relief sculpture as a source for the composition of this devotional picture, while the detailed landscape reflects his interest in Flemish art. The painting appears to be unfinished. Two other panels of <i>The Virgin and Child</i>, in the Mus&eacute;e des Beaux-Arts, Strasbourg and the Mus&eacute;e Fesch, Ajaccio, are similar in design and the same cartoon may have been used for the figures.	Lorenzo di Credi c.1457 - 1536	people, child, baby, boy, two, adult, religion, one, girl, portrait, woman, offspring, love, family, affection, art, wear, facial expression, sculpture, man	57.2	39.3	165.0	159.0	140.0	45.0	0.15	0.65	5.30499166754779	9.150446869681206
WA1850.5	WA1850.5.jpg	Studio of Fra Angelico (c.1395/1400 - 1455)	The Virgin and Child with Angels and a Dominican Saint; St Peter (left); St Paul (right)	tempera and gilding on panel	41 x 26.8 cm (arched); 44.9 x 16.3 (left wing); 44.8 x 15.2 (right wing) cm	Inscribed on the scroll: <em>DISCITE AME QUIA MITIS SUM SUM</em>(Matthew 11:29)		Presented by William Thomas Horner Fox-Strangways , later 4th Earl of Ilchester, 1850	WA1850.5	Lloyd 1977, pp. 5-6; Bonsanti 1998, no. 87	This portable folding triptych was made for private devotion. The side panels have been cut down and may have belonged to a different small altar-piece so that the triptych was assembled, or altered, at a later date. The artist was close to Benozzo Gozzoli. St Peter holds his attribute of a key and St Paul a sword, the instrument of his martyrdom. The saintly friar is probably St Dominic.	Angelico, Fra , Studio of c.1395/1400 - 1455	religion, church, art, painting, saint, god, people, Mary, sculpture, aura, book, symbol, spirituality, cross, veil, holy, cathedral, group, religious, chapel	41.0	26.8	165.0	148.0	114.0	39.0	0.31	0.65	2.6619588350542	8.550273334892621
WA1850.6	WA1850.6.jpg	Master Ashmolean Predella (active mid to late 14th century)	The Birth of the Virgin Mary	tempera and gilding on panel	37.4 x 65.2 cm			Presented by William Thomas Horner Fox-Strangways , later 4th Earl of Ilchester, 1850	WA1850.6	Lloyd 1977, pp. 136-9; Wilson 1996, under no. 7	This popular apocryphal subject allows for attractive domestic detail. Perhaps painted <i>c.</i>1365-70, A74 is from the predella of an unknown altar-piece together with other panels of <i>The Presentation of Christ</i>, the <i>Annunciation to Joachim</i>and the <i>Flight into Egypt</i>. The anonymous master worked with both Andrea di Cione (Orcagna) and his younger brother Jacopo, collaborating with Jacopo on the Crucifixion altar-piece in the National Gallery. Owing to its superb quality, A74 has also been attributed to Orcagna, or has been seen as an early work by Jacopo.	Master Ashmolean Predella active mid to late 14th century	art, religion, painting, people, veil, woman, saint, church, aura, illustration, god, Mary, adult, gown, religious, fresco, man, kneeling, interior, Gothic	37.4	65.2	170.0	157.0	81.0	51.0	0.52	0.67	4.344582311743595	8.097497827260353
WA1850.7	WA1850.7.jpg	formerly attributed to Pietro di Giovanni d'Abrogio (), attributed to Uccello (Paolo Di Dono) (1397 - 1475)	The Annunciation	tempera and gilding on panel	65 x 48 cm			Presented by William Thomas Horner Fox-Strangways , later 4th Earl of Ilchester, 1850	WA1850.7	Lloyd 1977, pp. 61-2; Borsi 1992, p. 343	The Angel Gabriel is sent by God the Father to announce to the Virgin Mary that she will bear the son of God (Luke 1: 26-8). A80 may have been painted by Uccello in the early 1420s: the figure types, the interest in perspective, the refined, decorative approach and unusual treatment of the subject are all characteristic of his work. Recent examination has revealed a lively underdrawing with <i>pentimenti</i>, including a change in the position of the Holy Spirit. With its lavish use of gold and ultramarine, A80 was an expensive image to produce.	d'Abrogio, Pietro di Giovanni , formerly attributed to	art, painting, saint, religion, illustration, fresco, aura, god, Mary, people, kneeling, church, book, print, gown, holy, veil, man, crown, Gothic	65.0	48	173.0	167.0	130.0	51.0	0.25	0.68	3.0655108019475272	4.958662088830595
WA1850.7	WA1850.7.jpg	formerly attributed to Pietro di Giovanni d'Abrogio, attributed to Uccello (Paolo Di Dono) (1397 - 1475)	The Annunciation	tempera and gilding on panel	65 x 48 cm			Presented by William Thomas Horner Fox-Strangways , later 4th Earl of Ilchester, 1850	WA1850.7	Lloyd 1977, pp. 61-2; Borsi 1992, p. 343	The Angel Gabriel is sent by God the Father to announce to the Virgin Mary that she will bear the son of God (Luke 1: 26-8). A80 may have been painted by Uccello in the early 1420s: the figure types, the interest in perspective, the refined, decorative approach and unusual treatment of the subject are all characteristic of his work. Recent examination has revealed a lively underdrawing with <i>pentimenti</i>, including a change in the position of the Holy Spirit. With its lavish use of gold and ultramarine, A80 was an expensive image to produce.	d'Abrogio, Pietro di Giovanni , formerly attributed to	art, painting, saint, religion, illustration, fresco, aura, god, Mary, people, kneeling, church, book, print, gown, holy, veil, man, crown, Gothic	65.0	48	173.0	167.0	130.0	51.0	0.25	0.68	2.216737628192272	5.262051959246295
WA1850.8	WA1850.8.jpg	Fra Filippo Lippi (c.1406 - 1469)	The Meeting at the Golden Gate	tempera and gilding on panel	21.9 x 49.7 cm			Presented by William Thomas Horner Fox-Strangways , later 4th Earl of Ilchester, 1850	WA1850.8	Lloyd 1997, pp. 100-2; Ruda 1999, no. 28	The apocryphal subject of the reunion of Joachim and Anna, with the help of the Angel Gabriel, signifies the miraculous conception of the Virgin Mary. The iconography is unusual, since normally Anna emerges from the Golden Gate of Jerusalem to meet Joachim on his return from the mountains. The animals and birds may incorporate references to Psalm 42. A81 was probably painted <i>c.</i>1440-45 as part of the predella of an altar-piece and it has been conjecturally associated with <i>The Annunciation</i>, now in the Alte Pinakothek, Munich.	Lippi, Fra Filippo c.1406 - 1469	art, religion, painting, saint, god, people, Renaissance, holy, sculpture, spirituality, statue, religious, woman, sacred, Mary, ancient, religious, man, baroque, veil	21.9	49.7	151.0	151.0	123.0	60.0	0.19	0.59	2.2535995620900358	4.030509270956373
WA1850.9	WA1850.9.jpg	Barna da Siena (active c.1330 - 1350)	The Crucifixion and Lamentation	tempera and gilding on panel, integral frame	53 x 38 cm			Presented by William Thomas Horner Fox-Strangways , later 4th Earl of Ilchester, 1850	WA1850.9	Lloyd 1977 pp. 15-16; Boskovits and Schleier 1988, under no. 32; Kanter 1994, p. 94	The right-hand part of a diptych, this panel once had as its companion an <i>Annunciation with a Donor, and six Saints below</i>(Gem&auml;ldegalerie, Berlin). It is very rare to find the subjects of the Crucifixion and Lamentation depicted in one scene, which makes for a highly charged devotional image. Christ on the Cross is flanked, unusually, by St Peter and St John the Evangelist and the body of Christ is mourned by women, with the Virgin Mary at his head and Mary Madgalen at his feet. A73 is one of a group of panel paintings by the hand of an artist traditionally known as 'Barna da Siena'; this master was a close follower of the great Sienese artist Simone Martini (<i>c.</i>1284-1344) and is sometimes thought to be Lippo Memmi or his brother Federico.	Barna da Siena active c.1330 - 1350	painting, religion, art, saint, Mary, aura, people, god, Renaissance, adult, church, cross, illustration, man, kneeling, spirituality, gown, holy, book, one	53.0	38	166.0	148.0	83.0	46.0	0.5	0.65	2.4562266050485726	1.239011874976714
WA1851.10	WA1851.10.jpg	Giovanni Paolo Panini (1691 - 1765)	Ruins with a Sibyl and other Figures	oil on canvas	64 x 49 cm			Bequeathed by Revd Dr Thomas Penrose, 1851	WA1851.10	Arisi 1986, no. 130; Marshall 1997	A114 and A115, datable to <i>c.</i>1720, are amongst Panini's earliest exercises in this genre. The artist returned often to pendants with sibyls and prophets. The statue of the elegant young man is found, with variations, in several other works, while the relief with standing male figures is close to that in the <i>Ruins with a Soldier and Philosopher</i>in the Fitzwilliam Museum, Cambridge.	Panini, Giovanni Paolo 1691 - 1765	art, religion, sculpture, painting, people, statue, no person, god, saint, travel, baroque, fountain, architecture, adult, group, tree, Renaissance, monument, cross, daylight	64.0	49	155.0	173.0	138.0	90.0	0.2	0.68	5.641670253004912	0.9499503669214534
WA1851.11	WA1851.11.jpg	Giovanni Paolo Panini (1691 - 1765)	Ruins with a Prophet and other Figures	oil on canvas	64 x 49.5 cm			Bequeathed by Revd Dr Thomas Penrose, 1851	WA1851.11		A114 and A115, datable to <i>c.</i>1720, are amongst Panini's earliest exercises in this genre. The artist returned often to pendants with sibyls and prophets. The vase in A115 is based on a celebrated antiquity, the Borghese Vase, while the temple evokes that of the Sibyl at Tivoli, popular with tourists. The combination of antique vase and relief with <i>Pan and Syrinx</i>or a satyr chasing a nymph appears elsewhere in Panini's work.	Panini, Giovanni Paolo 1691 - 1765	art, painting, sculpture, baroque, Renaissance, no person, religion, travel, statue, people, fountain, group, architecture, saint, adult, man, reclining, allegory, two, support	64.0	49.5	149.0	158.0	135.0	83.0	0.15	0.62	2.4972060118027835	-0.4546811186968727
WA1851.12	WA1851.12.jpg	North Italian Artist (c.1650)	Boy with a Flageolet	oil on canvas	45 x 35 cm			Bequeathed by Revd Dr Thomas Penrose, 1851	WA1851.12		Until 1912 this moody genre scene had an attribution to Caravaggio. Attributions have since been proposed to Piazzetta; to Neapolitan or Spanish 17th-century artists; to Louis Finson; or to different French or Flemish followers of Caravaggio. The subject of pensive musicians was especially popular in the circles of Angelo Caroselli and of Michelangelo Cerquozzi. However, A113 appears to be northern Italian.	Anonymous, North Italian Artist c.1650	portrait, people, adult, art, one, painting, woman, face, man, girl, horror, religion, fear, sadness, wear, retro, old, music, vintage, lid	45.0	35	164.0	155.0	118.0	48.0	0.28	0.64	3.082122004313305	-17.679406193407306
WA1851.13	WA1851.13.jpg	Andrea Locatelli (1695 - 1741)	Landscape with Bandits and a Dog	oil on canvas	48.5 x 30.5 cm			Bequeathed by Revd Dr Thomas Penrose, 1851	WA1851.13	Busiri Vici 1976, no. 150	Although originally accessioned as Locatelli, A116 and A117 were attributed to Panini until cleaning in 1946 revealed the monogram on A117. Dating from <i>c.</i>1725-30, these companion pieces show Locatelli working in the picturesque manner of Salvator Rosa. By 1724, as reported by Nicola Pio, cabinet paintings by Locatelli were in great demand from both Romans and foreign visitors to Rome. A specialist in picturesque or classical landscape, Locatelli briefly rivalled Panini in reputation.	Locatelli, Andrea 1695 - 1741	people, adult, painting, recreation, tree, water, art, one, man, two, woman, group, outdoors, illustration, child, action, wear, motion, leisure, no person	48.5	30.5	158.0	164.0	144.0	78.0	0.12	0.64	-4.56912872809731	6.214391579685935
WA1851.14	WA1851.14.jpg	Andrea Locatelli (1695 - 1741)	Landscape with a wounded Bandit and other Figures	oil on canvas	48.5 x 30.5 cm	Inscribed with monogram: <em>AL</em>		Bequeathed by Revd Dr Thomas Penrose, 1851	WA1851.14	Busiri Vici 1976, no. 151	Although originally accessioned as Locatelli, A116 and A117 were attributed to Panini until cleaning in 1946 revealed the monogram on A117. Dating from <i>c.</i>1725-30, these companion pieces show Locatelli working in the picturesque manner of Salvator Rosa. By 1724, as reported by Nicola Pio, cabinet paintings by Locatelli were in great demand from both Romans and foreign visitors to Rome. A specialist in picturesque or classical landscape, Locatelli briefly rivalled Panini in reputation.	Locatelli, Andrea 1695 - 1741	tree, no person, people, water, outdoors, wood, two, one, painting, adult, recreation, landscape, daylight, river, nature, leaf, art, travel, leisure, environment	48.5	30.5	144.0	145.0	116.0	62.0	0.2	0.57	-5.632875451925571	-11.946681159229279
WA1851.15	WA1851.15.jpg	David Teniers the Younger (1610 - 1690)	The Mocking of Christ	oil on panel	49 x 36 cm			Bequeathed by Revd Dr Thomas Penrose, 1851	WA1851.15	White 1999, p. 148	Teniers made reduced copies of a number of paintings in the collection of the Archduke Leopold Wilhelm for whom he worked as court painter. This work is typical of the series although the original cannot be identified in the Archduke's collection. It appears to have been copied from an otherwise unknown painting by Frans Francken I (1542-1616).	Teniers the Younger, David 1610 - 1690	people, painting, art, religion, group, adult, saint, woman, Renaissance, man, baby, Mary, kneeling, god, baroque, pain, position, illustration, church, many	49.0	36	158.0	131.0	88.0	36.0	0.44	0.62	1.8740201403667196	-21.893985303523554
WA1851.16	WA1851.16.jpg	David Teniers the Younger (1610 - 1690)	The Foot Doctor	oil on panel	26 x 34 cm		Richard Artis	Bequeathed by Revd Dr Thomas Penrose, 1851	WA1851.16	White 1999, p. 148	Probably painted in the 1650s. The treatment of the theme derives from the work of Adriaen Brouwer. Teniers repeated the theme frequently throughout his career.	Teniers the Younger, David 1610 - 1690	people, painting, art, child, group, adult, man, illustration, woman, kneeling, sit, pain, room, religion, baby, elderly, seat, furniture, wear, print	26.0	34	152.0	123.0	68.0	39.0	0.55	0.6	0.7986391339569087	-23.457889524015616
WA1851.17	WA1851.17.jpg	David Teniers the Younger (1610 - 1690)	Landscape with a Farmhouse and Figures	oil on panel	24 x 34 cm	Signed in monogram: <em>DT</em>		Bequeathed by Revd Dr Thomas Penrose, 1851	WA1851.17	White 1999, p. 151	A pair to A122. Both panels are marked on the back with the monogram of Lambrechts I Steen, a 17th-century panel-maker.	Teniers the Younger, David 1610 - 1690	no person, art, painting, home, travel, architecture, people, building, old, wear, vintage, house, antique, ancient, print, outdoors, retro, illustration, cavalry, desert	24.0	34	209.0	206.0	170.0	55.0	0.19	0.82	9.68446784565141	-2.366600493646679
